;;;;;;;;Carrosserie;;;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;;Transmission et contrôle;;;;Performances;;;;;;;;;Suspension et freins;;;
236978;Citroen;C4 Picasso;1 génération;2006;2013;Minivan 5-portes;2.0 HDi MT (150 ch);Monospace;5;4468;1831;1610;2728;1504;1539;;;;;1610;130;1734;500;520;2130;;Diesel;1997;150;à 3 750;340;Common Rail;Mitoyenne;4;Turbo;85;88;4;à 2 000;Il ya;Mécanique;Avant;11,85;6;DT;195;7,5;5,9;10,7;de 800 à 1 220;EURO IV;60;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Indépendante, Multibras, Amortisseurs, Ressorts hélicoïdaux
184325;Citroen;C4 Picasso;1 génération;2006;2013;Minivan 5-portes;2.0 MT (143 ch);Monospace;5;4468;1831;1610;2728;1504;1539;;;;;1511;130;1734;500;529;2040;;Essence;1997;143;à 6 000;200;Distribué injection;Mitoyenne;4;;85;88;4;à 4 000;;Mécanique;Avant;11,85;5;SP-92;195;11,1;8;11,3;de 540 à 970;EURO IV;60;6,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Indépendante, Multibras, Amortisseurs, Ressorts hélicoïdaux
183599;Citroen;C4 Picasso;2 génération;2013;2017;Grand monospace 5-portes;1.6 e-HDi ETG (115 ch);Monospace;7;4597;1826;1638;2840;1573;1576;;;;;1395;;2181;645;755;2150;3350;Diesel;1560;115;à 3 600;270;Common Rail;Mitoyenne;4;Turbo;77;88,3;4;à 1 750;Il ya;Le robot;Avant;10,8;6;DT;189;4,5;4;12,6;de 1 220 à 1 450;EURO V;55;3,8;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, ressort
183590;Citroen;C4 Picasso;2 génération;2013;2017;Grand monospace 5-portes;1.6 THP AT (150 ch);Monospace;7;4597;1826;1638;2840;1573;1576;;;;;1313;;1851;537;837;2150;;Essence;1598;150;à 6 000;240;Injection directe;Mitoyenne;4;Turbo;;;4;à 1 400;Il ya;Automatique;Avant;10,8;6;SP-95;209;8,3;6,1;9,2;de 690 à 1 160;EURO V;57;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson;Semi-réglable, Poutre de torsion
183589;Citroen;C4 Picasso;2 génération;2013;2017;Grand monospace 5-portes;1.6 VTi MT (120 ch);Monospace;7;4597;1826;1638;2840;1573;1576;;;;;1353;;2181;645;757;2110;2860;Essence;1598;120;à 6 000;160;Distribué injection;Mitoyenne;4;;77;85,8;4;à 4 250;;Mécanique;Avant;10,8;5;SP-98, SP-95;187;8,6;6,4;12,6;de 660 à 1 140;EURO V;57;5;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, ressort
183604;Citroen;C4 Picasso;2 génération;2013;2017;Grand monospace 5-portes;2.0 BlueHDI AT (150 ch);Monospace;7;4597;1826;1638;2840;1573;1576;;;;;1476;;2181;645;804;2280;3580;Diesel;1997;150;à 4 000;370;Common Rail;Mitoyenne;4;Turbo;;;4;à 2 000;Il ya;Automatique;Avant;10,8;6;DT;207;5,2;4,5;10,2;de 1 100 à 1 390;EURO VI;57;4,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, ressort
16228;Citroen;C4 Picasso;2 génération;2013;2017;Minivan 5-portes;1.6 e-HDi ETG (115 ch);Monospace;5;4428;1826;1610;2785;1573;1576;1100/950;;;;1370;;1851;537;570;1940;3340;Diesel;1560;115;à 3 600;270;Common Rail;Mitoyenne;4;Turbo;77;88,3;4;à 1 750;Il ya;Le robot;Avant;10,8;6;DT;189;4,4;4;12,3;de 1 250 à 1 490;EURO V;55;3,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort;Semi-réglable, ressort
16230;Citroen;C4 Picasso;2 génération;2013;2017;Minivan 5-portes;1.6 e-HDi MT (115 ch);Monospace;5;4428;1826;1610;2785;1573;1576;1100/950;;;;1298;;1851;537;642;1940;3340;Diesel;1560;115;à 3 600;270;Common Rail;Mitoyenne;4;Turbo;77;88,3;4;à 1 750;Il ya;Mécanique;Avant;10,8;6;DT;189;4,5;4;11,8;de 1 270 à 1 500;EURO V;57;3,8;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, ressort
16229;Citroen;C4 Picasso;2 génération;2013;2017;Minivan 5-portes;1.6 HDi ETG (92 ch);Monospace;5;4428;1826;1610;2785;1573;1576;1100/950;;;;1289;;1851;537;651;1940;3140;Diesel;1560;92;à 4 000;230;Common Rail;Mitoyenne;4;Turbo;77;85,8;2;à 1 750;Il ya;Le robot;Avant;10,8;6;DT;175;4,2;3,8;13,7;de 1 360 à 1 630;EURO V;57;3,5;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, ressort
16231;Citroen;C4 Picasso;2 génération;2013;2017;Minivan 5-portes;1.6 HDi MT (92 ch);Monospace;5;4428;1826;1610;2785;1573;1576;1100/950;;;;1279;;1851;537;641;1920;3170;Diesel;1560;92;à 4 000;230;Common Rail;Mitoyenne;4;Turbo;77;85,8;2;à 1 750;Il ya;Mécanique;Avant;10,8;5;DT;173;4,8;4,2;12,9;de 1 190 à 1 500;EURO V;57;3,8;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, ressort
16225;Citroen;C4 Picasso;2 génération;2013;2017;Minivan 5-portes;1.6 THP AT (150 ch);Monospace;5;4428;1826;1610;2785;1573;1576;;;;;1296;;1851;537;644;1940;;Essence;1598;150;à 6 000;240;Injection directe;Mitoyenne;4;Turbo;;;4;à 1 400;Il ya;Automatique;Avant;10,8;6;SP-95;209;8,2;6;9;de 700 à 1 190;EURO V;57;4,8;Disques ventilés;Disque;Indépendante, Rack Macpherson;Semi-réglable, Poutre de torsion
16227;Citroen;C4 Picasso;2 génération;2013;2017;Minivan 5-portes;1.6 THP MT (156 ch);Monospace;5;4428;1826;1610;2785;1573;1576;1100/950;;;;1296;;1851;537;644;1940;3360;Essence;1598;156;à 6 000;240;Injection directe;Mitoyenne;4;Turbo;77;85,8;4;à 1 400;Il ya;Mécanique;Avant;10,8;6;SP-98, SP-95;209;8,2;6;9;de 670 à 1 150;EURO V;55;4,8;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, ressort
16226;Citroen;C4 Picasso;2 génération;2013;2017;Minivan 5-portes;1.6 VTi MT (120 ch);Monospace;5;4428;1826;1610;2785;1573;1576;1100/950;;;;1327;;1851;537;573;1900;2900;Essence;1598;120;à 6 000;160;Distribué injection;Mitoyenne;4;;77;85,8;4;à 4 250;;Mécanique;Avant;10,8;5;SP-98, SP-95;187;8,5;6,3;12,3;de 670 à 1 160;EURO V;57;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort;Semi-réglable, ressort
219954;Citroen;C4 Picasso;2 génération [restyling];2016;2018;Grand monospace 5-portes;1.6 BlueHDi AT (120 ch);Monospace;7;4602;1826;1638;2840;;;;;;;1434;;2181;643;771;2205;3705;Diesel;1560;120;à 3 500;300;Common Rail;Mitoyenne;4;Turbo;;;4;à 1 750;;Automatique;Avant;;6;DT;189;4,6;4;11,5;de 1 200 à 1 490;;55;3,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort;Semi-réglable, ressort
233145;Citroen;C4 Picasso;2 génération [restyling];2016;2018;Grand monospace 5-portes;1.6 HDi MT (115 ch);Monospace;7;4602;1826;1638;2840;;;;;;;1395;;2181;643;755;2150;2950;Diesel;1560;115;à 3 600;270;Common Rail;Mitoyenne;4;Turbo;;;2;à 1 750;;Mécanique;Avant;11;6;DT;189;5,2;4,3;12,1;de 1 060 à 1 450;;55;3,8;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort;Semi-réglable, ressort
219953;Citroen;C4 Picasso;2 génération [restyling];2016;2018;Grand monospace 5-portes;1.6 THP AT (150 ch);Monospace;7;4602;1826;1638;2840;;;;;;;1505;;2181;643;655;2160;2960;Essence;1598;150;à 5 000;240;Injection directe;Mitoyenne;4;Twin-scroll;;;4;à 1 400;;Automatique;Avant;;6;SP-95;200;8,9;6,4;9,3;de 620 à 1 100;;55;5;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort;Semi-réglable, ressort
219966;Citroen;C4 Picasso;2 génération [restyling];2016;2018;Minivan 5-portes;1.6 BlueHDi AT (120 ch);Monospace;5;4438;1826;1610;2785;;;;;;;1395;;1851;537;580;1975;3575;Diesel;1560;120;à 3 500;300;Common Rail;Mitoyenne;4;Turbo;;;4;à 1 750;;Automatique;Avant;;6;DT;188;4,4;3,9;11,2;de 1 250 à 1 490;;55;3,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort;Semi-réglable, ressort
219965;Citroen;C4 Picasso;2 génération [restyling];2016;2018;Minivan 5-portes;1.6 THP AT (150 ch);Monospace;5;4438;1826;1610;2785;;;;;;;1480;;1851;537;460;1940;2740;Essence;1598;150;à 5 000;240;Injection directe;Mitoyenne;4;Twin-scroll;;;4;à 1 400;;Automatique;Avant;;6;SP-95;200;8,9;6,4;9;de 620 à 1 100;;55;5;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort;Semi-réglable, ressort
194554;Citroen;C5;1 génération;2001;2004;Break break;1.7 MT (116 ch);Break;5;4756;1770;1516;2750;1544;1509;;;;;1370;150;1658;563;;1970;;Essence;1749;116;à 5 500;160;Distribué injection;Mitoyenne;4;;82;81;4;à 4 000;;Mécanique;Avant;;5;SP-95;193;10,8;7,9;13;de 610 à 1 060;;66;6,2;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
184306;Citroen;C5;1 génération;2001;2004;Break break;2.0 AT (136 ch);Break;5;4756;1770;1516;2750;1544;1509;;;;;1370;150;1658;563;;1970;;Essence;1997;136;de 6 000;190;Distribué injection;Mitoyenne;4;;85;88;4;à 4 100;;Automatique;Avant;;4;SP-95;203;11,9;8,4;11;de 550 à 1 030;;66;6,4;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
184314;Citroen;C5;1 génération;2001;2004;Break break;2.0 HDI AT (109 ch);Break;5;4756;1770;1516;2750;1544;1499;;;;;1440;150;1658;563;600;2040;;Diesel;1997;109;à 4 000;250;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 1 750;;Automatique;Avant;;4;DT;183;9,3;6,7;15,3;de 710 à 1 270;;66;5,2;Disques ventilés;Disque;La triangulation;L'élément hydraulique
184315;Citroen;C5;1 génération;2001;2004;Break break;2.0 HDI AT (136 ch);Break;5;4756;1770;1516;2750;1544;1499;;;;;;150;1658;563;;1974;;Diesel;1997;136;à 4 000;320;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 2 000;;Automatique;Avant;;4;DT;;;;;;;66;;Disques ventilés;Disque;La triangulation;L'élément hydraulique
184312;Citroen;C5;1 génération;2001;2004;Break break;2.0 HDI AT (90 ch);Break;5;4756;1770;1516;2750;1544;1509;;;;;;150;1658;563;;2025;;Diesel;1997;90;à 4 000;205;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 1 900;;Automatique;Avant;;4;DT;;;;;;;66;;Disques ventilés;Disque;La triangulation;L'élément hydraulique
184313;Citroen;C5;1 génération;2001;2004;Break break;2.0 HDI MT (107 ch);Break;5;4756;1770;1516;2750;1544;1499;;;;;1440;150;1658;563;;2040;;Diesel;1997;107;à 4 000;250;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 1 750;;Mécanique;Avant;;5;DT;187;7,6;5,7;13,3;de 870 à 1 430;;66;4,6;Disques ventilés;Disque;La triangulation;L'élément hydraulique
236315;Citroen;C5;1 génération;2001;2004;Break break;2.0 HDI MT (109 ch);Break;5;4756;1770;1516;2750;1544;1499;;;;;1440;150;1658;563;600;2040;;Diesel;1997;109;à 4 000;250;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 1 750;;Mécanique;Avant;;5;DT;187;7,6;5,7;13,3;de 870 à 1 430;;66;4,6;Disques ventilés;Disque;La triangulation;L'élément hydraulique
184316;Citroen;C5;1 génération;2001;2004;Break break;2.0 HDI MT (136 ch);Break;5;4756;1770;1516;2750;1544;1499;;;;;1595;150;1658;563;379;1974;;Diesel;1997;136;à 4 000;320;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 2 000;;Mécanique;Avant;;5;DT;205;7,6;6;9,8;de 870 à 1 320;;66;5;Disques ventilés;Disque;La triangulation;L'élément hydraulique
184311;Citroen;C5;1 génération;2001;2004;Break break;2.0 HDI MT (90 ch);Break;5;4756;1770;1516;2750;1544;1509;;;;;1425;150;1658;563;;2025;;Diesel;1997;90;à 4 000;205;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 1 900;;Mécanique;Avant;;5;DT;175;7,7;5,9;15,8;de 860 à 1 370;;66;4,8;Disques ventilés;Disque;La triangulation;L'élément hydraulique
184305;Citroen;C5;1 génération;2001;2004;Break break;2.0 MT (136 ch);Break;5;4756;1770;1516;2750;1544;1509;;;;;1370;150;1658;563;;1970;;Essence;1997;136;à 6 000;190;Distribué injection;Mitoyenne;4;;85;88;4;à 4 100;;Mécanique;Avant;;5;SP-95;203;11,9;8,4;11;de 550 à 1 030;;66;6,4;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
184307;Citroen;C5;1 génération;2001;2004;Break break;2.0 MT (140 ch);Break;5;4756;1770;1516;2750;1544;1509;;;;;1380;150;1658;563;;1975;;Essence;1997;140;de 6 000;192;Injection directe;Mitoyenne;4;;85;88;4;à 4 000;;Mécanique;Avant;;5;SP-95;204;10,4;7,7;10,8;de 630 à 1 060;;66;6,2;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
184317;Citroen;C5;1 génération;2001;2004;Break break;2.2 HDi AT (133 ch);Break;5;4756;1770;1516;2750;1544;1509;;;;;1520;150;1658;563;;2150;;Diesel;2179;133;de 4 000;314;Common Rail;Mitoyenne;4;Turbo;85;96;4;à 2 000;;Automatique;Avant;;4;DT;201;8,8;6,5;11,9;de 750 à 1 290;;66;5,1;Disques ventilés;Disque;La triangulation;L'élément hydraulique
184318;Citroen;C5;1 génération;2001;2004;Break break;2.2 HDi MT (133 ch);Break;5;4756;1770;1516;2750;1544;1509;;;;;1520;150;1658;563;;2150;;Diesel;2179;133;de 4 000;314;Common Rail;Mitoyenne;4;Turbo;85;96;4;à 2 000;;Mécanique;Avant;;5;DT;201;8,8;6,5;11,9;de 750 à 1 290;;66;5,1;Disques ventilés;Disque;La triangulation;L'élément hydraulique
194555;Citroen;C5;1 génération;2001;2004;Break break;3.0 AT (207 ch);Break;5;4756;1770;1516;2750;1528;1493;;;;;1525;150;1658;563;;2145;;Essence;2946;207;de 6 000;285;Injecteur;En V;6;;87;82;4;à 3 750;;Automatique;Avant;;4;SP-95;234;13,8;9,8;8,7;de 480 à 890;;66;7,4;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
194556;Citroen;C5;1 génération;2001;2004;Break break;3.0 AT Carlsson (235 ch);Break;5;4757;1770;1516;2750;1528;1493;;;;;;150;1658;563;;;;Essence;2946;235;à 6 000;320;Injecteur;En V;6;;87;82;4;à 3 750;;Automatique;Avant;;4;SP-95;245;;;8;;;66;;Disques ventilés;Disque;La triangulation;L'élément hydraulique
194557;Citroen;C5;1 génération;2001;2004;Break break;3.0 MT (207 ch);Break;5;4756;1770;1516;2750;1528;1493;;;;;1525;150;1658;563;;2145;;Essence;2946;207;de 6 000;285;Injecteur;En V;6;;87;82;4;à 3 750;;Mécanique;Avant;;5;SP-95;234;13,8;9,8;8,7;de 480 à 890;;66;7,4;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
191036;Citroen;C5;1 génération;2001;2004;Liftback;1.7 AT (116 ch);Liftback;5;4618;1770;1476;2750;1544;1509;;;;;1290;150;1310;456;;1810;;Essence;1749;116;de 5 500;160;Injecteur;Mitoyenne;4;;82;81;4;à 4 000;;Automatique;Avant;;4;SP-95;196;10,6;7,7;12,1;de 620 à 1 100;;66;6;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
191037;Citroen;C5;1 génération;2001;2004;Liftback;1.7 MT (116 ch);Liftback;5;4618;1770;1476;2750;1544;1509;;;;;1290;150;1310;456;;1810;;Essence;1749;116;de 5 500;160;Injecteur;Mitoyenne;4;;82;81;4;à 4 000;;Mécanique;Avant;;5;SP-95;196;10,6;7,7;12,1;de 620 à 1 100;;66;6;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42722;Citroen;C5;1 génération;2001;2004;Liftback;2.0 AT (136 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1320;150;1310;456;;1845;;Essence;1997;136;de 6 000;190;Distribué injection;Mitoyenne;4;;85;88;4;à 4 100;;Automatique;Avant;;4;SP-95;208;11,5;8,3;10,8;de 570 à 1 030;;66;6,4;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42721;Citroen;C5;1 génération;2001;2004;Liftback;2.0 HDI AT (107 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;;150;1310;456;;1905;;Diesel;1997;107;de 4 000;250;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 1 750;;Automatique;Avant;;4;DT;188;8,9;6,5;13,9;de 740 à 1 290;;66;5,1;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
171477;Citroen;C5;1 génération;2001;2004;Liftback;2.0 HDI AT (109 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1385;150;1310;456;520;1905;;Diesel;1997;109;de 4 000;250;Common Rail;Mitoyenne;4;Turbo;85;88;4;à 1 750;;Automatique;Avant;;4;DT;188;8,9;6,5;13,9;de 740 à 1 430;;66;4,6;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42717;Citroen;C5;1 génération;2001;2004;Liftback;2.0 HDI AT (136 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;;150;1310;456;;;;Diesel;1997;136;de 4 000;320;Common Rail;Mitoyenne;4;Turbo;85;88;4;à 2 000;;Automatique;Avant;;4;DT;;;;;;;66;;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42723;Citroen;C5;1 génération;2001;2004;Liftback;2.0 HDI MT (107 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1405;150;1310;456;;1905;;Diesel;1997;107;de 4 000;250;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 1 750;;Mécanique;Avant;;5;DT;191;7,4;5,6;12,5;de 890 à 1 430;;66;4,6;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
171478;Citroen;C5;1 génération;2001;2004;Liftback;2.0 HDI MT (109 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1385;150;1310;456;520;1905;;Diesel;1997;109;de 4 000;250;Common Rail;Mitoyenne;4;Turbo;85;88;4;à 1 750;;Mécanique;Avant;;5;DT;192;7,4;5,6;12,5;de 890 à 1 430;;66;4,6;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42719;Citroen;C5;1 génération;2001;2004;Liftback;2.0 HDI MT (136 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1498;150;1310;456;;;;Diesel;1997;136;de 4 000;320;Common Rail;Mitoyenne;4;Turbo;85;88;4;à 2 000;;Mécanique;Avant;;5;DT;205;7,8;6;9,8;de 850 à 1 320;;66;5;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42725;Citroen;C5;1 génération;2001;2004;Liftback;2.0 HDI MT (90 ch);Liftback;5;4618;1770;1476;2750;1544;1509;;;;;1360;150;1310;456;;1880;;Diesel;1997;90;de 4 000;205;Common Rail;Mitoyenne;4;Turbo;85;88;2;à 1 900;;Mécanique;Avant;;5;DT;180;7,7;5,7;14,7;de 860 à 1 400;;66;4,7;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42724;Citroen;C5;1 génération;2001;2004;Liftback;2.0 MT (136 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1320;150;1310;456;;1845;;Essence;1997;136;de 6 000;190;Distribué injection;Mitoyenne;4;;85;88;4;à 4 100;;Mécanique;Avant;;5;SP-95;208;11,5;8,3;10,8;de 570 à 1 030;;66;6,4;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42720;Citroen;C5;1 génération;2001;2004;Liftback;2.0 MT (140 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1330;150;1310;456;;1855;;Essence;1997;140;de 6 000;192;Injection directe;Mitoyenne;4;;85;88;4;à 4 000;;Mécanique;Avant;;5;SP-95;210;10,3;7,6;10,6;de 640 à 1 100;;66;6;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42726;Citroen;C5;1 génération;2001;2004;Liftback;2.2 HDi AT (133 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1490;150;1310;456;;1985;;Diesel;2179;133;à 4 000;314;Common Rail;Mitoyenne;4;Turbo;85;96;4;à 2 000;;Automatique;Avant;;4;DT;205;8,8;6,4;10,9;de 750 à 1 350;;66;4,9;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
42727;Citroen;C5;1 génération;2001;2004;Liftback;2.2 HDi MT (133 ch);Liftback;5;4617;1770;1476;2750;1544;1509;;;;;1490;150;1310;456;;1985;;Diesel;2179;133;de 4 000;314;Common Rail;Mitoyenne;4;Turbo;85;96;4;à 2 000;;Mécanique;Avant;;5;DT;205;8,8;6,4;10,9;de 750 à 1 350;;66;4,9;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
191038;Citroen;C5;1 génération;2001;2004;Liftback;2.9 AT (207 ch);Liftback;5;4618;1770;1476;2750;1528;1493;;;;;1480;150;1310;456;;2010;;Essence;2946;207;de 6 000;285;Injecteur;En V;6;;87;82;4;à 3 750;;Automatique;Avant;;4;SP-95;240;13,9;9,6;8,2;de 470 à 930;;66;7,1;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
191039;Citroen;C5;1 génération;2001;2004;Liftback;2.9 MT (207 ch);Liftback;5;4618;1770;1476;2750;1528;1493;;;;;1480;150;1310;456;;2010;;Essence;2946;207;de 6 000;285;Injecteur;En V;6;;87;82;4;à 3 750;;Mécanique;Avant;;5;SP-95;240;13,9;9,6;8,2;de 470 à 930;;66;7,1;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
63461;Citroen;C5;1 génération [restyling];2004;2008;Break break;1.6 HDI MT (109 ch);Break;5;4839;1780;1511;2750;1528;1495;;;;;1450;150;1658;563;;1960;;Diesel;1560;109;à 4 000;240;Common Rail;Mitoyenne;4;Turbo;75;88;4;à 1 750;;Mécanique;Avant;11;5;DT;186;6,8;5,4;13,1;de 970 à 1 470;EURO IV;66;4,5;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
193023;Citroen;C5;1 génération [restyling];2004;2008;Break break;1.7 MT (116 ch);Break;5;4839;1780;1511;2750;1528;1495;;;;;1345;150;1658;563;;2016;;Essence;1749;116;de 5 500;160;Distribué injection;Mitoyenne;4;;82,7;81,4;4;à 4 000;;Mécanique;Avant;;5;SP-95;196;11,5;8;12,7;de 570 à 1 100;;66;6;Disques ventilés;Disque;Hydropneumatique;L'élément hydraulique
193022;Citroen;C5;1 génération [restyling];2004;2008;Break break;1.7 MT (125 ch);Break;5;4839;1780;1511;2750;1528;1495;;;;;1420;150;1658;563;;2015;;Essence;1749;125;à 6 000;170;Distribué injection;Mitoyenne;4;;82;81;4;à 3 750;;Mécanique;Avant;11;5;SP-92;195;10,3;7,5;12,3;de 640 à 1 120;EURO IV;66;5,9;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
64084;Citroen;C5;1 génération [restyling];2004;2008;Break break;2.0 AT (140 ch);Break;5;4839;1780;1511;2750;1528;1495;;;;;1435;150;1658;563;;2027;;Essence;1997;140;à 6 000;200;Distribué injection;Mitoyenne;4;;85;88;4;à 4 000;;Automatique;Avant;11;4;SP-95;205;11,1;8;10,6;de 590 à 1 050;EURO IV;66;6,3;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
193024;Citroen;C5;1 génération [restyling];2004;2008;Break break;2.0 HDI AT (136 ch);Break;5;4839;1780;1511;2750;1528;1495;;;;;1525;150;1658;563;;2120;;Diesel;1997;136;à 4 000;320;Common Rail;Mitoyenne;4;Turbo;;;4;à 2 000;;Automatique;Avant;11;6;DT;205;7,8;6;10,8;de 850 à 1 320;EURO IV;66;5;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
172813;Citroen;C5;1 génération [restyling];2004;2008;Break break;2.0 HDI MT (136 ch);Break;5;4839;1780;1511;2750;1528;1495;;;;;1525;150;1658;563;;2120;;Diesel;1997;136;à 4 000;320;Common Rail;Mitoyenne;4;Turbo;;;4;à 2 000;;Mécanique;Avant;11;6;DT;205;7,8;6;10,8;de 850 à 1 320;EURO IV;66;5;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
64085;Citroen;C5;1 génération [restyling];2004;2008;Break break;2.0 MT (140 ch);Break;5;4839;1780;1511;2750;1528;1495;;;;;1435;150;1658;563;;2027;;Essence;1997;140;à 6 000;200;Distribué injection;Mitoyenne;4;;85;88;4;à 4 000;;Mécanique;Avant;11;5;SP-95;205;11,1;8;10,6;de 590 à 1 050;EURO IV;66;6,3;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
172814;Citroen;C5;1 génération [restyling];2004;2008;Break break;2.2 HDI AT (133 ch);Break;5;4760;1775;1519;2751;1539;1509;;;;;1520;;1655;561;650;2170;;Diesel;2179;133;à 4 000;314;Common Rail;Mitoyenne;4;Turbo;85;96;4;à 2 000;;Automatique;Avant;11;4;DT;200;9,8;7,1;11,6;de 690 à 1 240;EURO IV;68;5,5;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
172815;Citroen;C5;1 génération [restyling];2004;2008;Break break;2.2 HDI AT (170 ch);Break;5;4760;1775;1519;2751;1539;1509;;;;;1520;;1655;561;650;2170;;Diesel;2179;170;à 4 000;370;Common Rail;Mitoyenne;4;Turbo;85;96;4;à 1 500;;Automatique;Avant;11;6;DT;217;10,4;7,5;10,5;de 650 à 1 170;EURO IV;68;5,8;Disques ventilés;Disque;Hydropneumatique;Hydropneumatique
